time;median ;l_ci;u_ci
-22.700;26.603;14.571;43.811
-22.680;26.622;14.583;43.837
-22.660;26.640;14.596;43.863
-22.640;26.659;14.608;43.889
-22.620;26.677;14.620;43.915
-22.600;26.696;14.632;43.942
-22.580;26.715;14.645;43.968
-22.560;26.733;14.657;43.994
-22.540;26.752;14.669;44.021
-22.520;26.771;14.682;44.047
-22.500;26.789;14.694;44.073
-22.480;26.808;14.707;44.100
-22.460;26.827;14.719;44.126
-22.440;26.846;14.731;44.152
-22.420;26.864;14.744;44.179
-22.400;26.883;14.756;44.205
-22.380;26.902;14.769;44.232
-22.360;26.921;14.782;44.258
-22.340;26.940;14.795;44.285
-22.320;26.959;14.808;44.311
-22.300;26.978;14.821;44.338
-22.280;26.997;14.835;44.364
-22.260;27.016;14.848;44.391
-22.240;27.035;14.861;44.417
-22.220;27.054;14.874;44.444
-22.200;27.073;14.887;44.470
-22.180;27.092;14.900;44.497
-22.160;27.111;14.914;44.524
-22.140;27.130;14.927;44.550
-22.120;27.149;14.940;44.577
-22.100;27.168;14.953;44.604
-22.080;27.187;14.967;44.630
-22.060;27.207;14.980;44.657
-22.040;27.226;14.993;44.684
-22.020;27.245;15.007;44.711
-22.000;27.264;15.020;44.737
-21.980;27.284;15.034;44.764
-21.960;27.303;15.047;44.791
-21.940;27.322;15.060;44.818
-21.920;27.342;15.074;44.845
-21.900;27.361;15.087;44.871
-21.880;27.380;15.101;44.898
-21.860;27.400;15.115;44.925
-21.840;27.419;15.128;44.952
-21.820;27.439;15.142;44.979
-21.800;27.458;15.155;45.006
-21.780;27.478;15.169;45.033
-21.760;27.497;15.183;45.060
-21.740;27.517;15.196;45.087
-21.720;27.536;15.210;45.114
-21.700;27.556;15.224;45.141
-21.680;27.576;15.238;45.168
-21.660;27.595;15.252;45.195
-21.640;27.615;15.265;45.222
-21.620;27.635;15.279;45.249
-21.600;27.654;15.293;45.277
-21.580;27.674;15.307;45.304
-21.560;27.694;15.321;45.331
-21.540;27.714;15.335;45.358
-21.520;27.733;15.349;45.385
-21.500;27.753;15.363;45.413
-21.480;27.773;15.377;45.440
-21.460;27.793;15.391;45.467
-21.440;27.813;15.405;45.494
-21.420;27.832;15.419;45.522
-21.400;27.852;15.433;45.549
-21.380;27.872;15.447;45.576
-21.360;27.892;15.462;45.604
-21.340;27.912;15.476;45.631
-21.320;27.932;15.490;45.658
-21.300;27.952;15.504;45.686
-21.280;27.972;15.519;45.713
-21.260;27.992;15.533;45.741
-21.240;28.012;15.547;45.768
-21.220;28.032;15.561;45.796
-21.200;28.052;15.576;45.823
-21.180;28.072;15.590;45.851
-21.160;28.092;15.605;45.878
-21.140;28.112;15.619;45.906
-21.120;28.132;15.634;45.933
-21.100;28.153;15.648;45.961
-21.080;28.173;15.663;45.988
-21.060;28.193;15.677;46.016
-21.040;28.213;15.692;46.044
-21.020;28.234;15.706;46.071
-21.000;28.254;15.721;46.099
-20.980;28.274;15.736;46.127
-20.960;28.295;15.750;46.154
-20.940;28.315;15.765;46.182
-20.920;28.335;15.780;46.210
-20.900;28.356;15.795;46.238
-20.880;28.376;15.809;46.266
-20.860;28.397;15.824;46.293
-20.840;28.417;15.839;46.321
-20.820;28.437;15.854;46.349
-20.800;28.458;15.869;46.377
-20.780;28.478;15.884;46.405
-20.760;28.499;15.899;46.433
-20.740;28.520;15.914;46.461
-20.720;28.540;15.929;46.489
-20.700;28.561;15.944;46.517
-20.680;28.582;15.959;46.545
-20.660;28.602;15.974;46.573
-20.640;28.623;15.989;46.601
-20.620;28.644;16.004;46.629
-20.600;28.664;16.020;46.657
-20.580;28.685;16.035;46.685
-20.560;28.706;16.050;46.713
-20.540;28.727;16.065;46.741
-20.520;28.748;16.081;46.769
-20.500;28.768;16.096;46.797
-20.480;28.789;16.111;46.825
-20.460;28.810;16.127;46.854
-20.440;28.831;16.142;46.882
-20.420;28.852;16.158;46.910
-20.400;28.873;16.173;46.938
-20.380;28.894;16.189;46.967
-20.360;28.915;16.204;46.995
-20.340;28.936;16.220;47.023
-20.320;28.958;16.235;47.052
-20.300;28.979;16.251;47.080
-20.280;29.000;16.266;47.108
-20.260;29.021;16.282;47.137
-20.240;29.042;16.298;47.165
-20.220;29.063;16.314;47.193
-20.200;29.085;16.329;47.222
-20.180;29.106;16.345;47.250
-20.160;29.127;16.361;47.279
-20.140;29.149;16.377;47.307
-20.120;29.170;16.393;47.336
-20.100;29.191;16.409;47.364
-20.080;29.213;16.425;47.393
-20.060;29.234;16.441;47.422
-20.040;29.256;16.457;47.450
-20.020;29.277;16.473;47.479
-20.000;29.299;16.489;47.507
-19.980;29.321;16.505;47.536
-19.960;29.342;16.521;47.565
-19.940;29.364;16.537;47.594
-19.920;29.386;16.553;47.622
-19.900;29.408;16.570;47.651
-19.880;29.430;16.586;47.680
-19.860;29.451;16.602;47.709
-19.840;29.473;16.618;47.737
-19.820;29.495;16.635;47.766
-19.800;29.517;16.651;47.795
-19.780;29.539;16.668;47.824
-19.760;29.561;16.684;47.853
-19.740;29.583;16.700;47.882
-19.720;29.605;16.717;47.911
-19.700;29.627;16.734;47.940
-19.680;29.649;16.750;47.968
-19.660;29.672;16.767;47.997
-19.640;29.694;16.783;48.026
-19.620;29.716;16.800;48.055
-19.600;29.738;16.817;48.085
-19.580;29.760;16.833;48.114
-19.560;29.783;16.850;48.143
-19.540;29.805;16.867;48.172
-19.520;29.827;16.884;48.201
-19.500;29.849;16.901;48.230
-19.480;29.872;16.918;48.259
-19.460;29.894;16.935;48.288
-19.440;29.917;16.951;48.318
-19.420;29.939;16.968;48.347
-19.400;29.961;16.985;48.376
-19.380;29.984;17.003;48.405
-19.360;30.006;17.020;48.435
-19.340;30.029;17.037;48.464
-19.320;30.052;17.054;48.493
-19.300;30.074;17.071;48.523
-19.280;30.097;17.088;48.552
-19.260;30.119;17.106;48.581
-19.240;30.142;17.123;48.611
-19.220;30.165;17.140;48.640
-19.200;30.188;17.158;48.670
-19.180;30.210;17.175;48.699
-19.160;30.233;17.192;48.729
-19.140;30.256;17.210;48.758
-19.120;30.279;17.227;48.788
-19.100;30.302;17.245;48.817
-19.080;30.325;17.263;48.847
-19.060;30.348;17.280;48.876
-19.040;30.371;17.298;48.906
-19.020;30.394;17.315;48.936
-19.000;30.417;17.333;48.965
-18.980;30.440;17.351;48.995
-18.960;30.463;17.369;49.025
-18.940;30.486;17.387;49.054
-18.920;30.509;17.404;49.084
-18.900;30.532;17.422;49.114
-18.880;30.556;17.440;49.144
-18.860;30.579;17.458;49.173
-18.840;30.602;17.476;49.203
-18.820;30.626;17.494;49.233
-18.800;30.649;17.512;49.263
-18.780;30.672;17.530;49.293
-18.760;30.696;17.548;49.323
-18.740;30.719;17.567;49.353
-18.720;30.743;17.585;49.383
-18.700;30.766;17.603;49.413
-18.680;30.790;17.621;49.443
-18.660;30.813;17.640;49.473
-18.640;30.837;17.658;49.503
-18.620;30.861;17.677;49.533
-18.600;30.884;17.695;49.563
-18.580;30.908;17.713;49.593
-18.560;30.932;17.732;49.623
-18.540;30.956;17.750;49.653
-18.520;30.979;17.769;49.683
-18.500;31.003;17.788;49.714
-18.480;31.027;17.806;49.744
-18.460;31.051;17.825;49.774
-18.440;31.075;17.844;49.804
-18.420;31.099;17.863;49.834
-18.400;31.123;17.881;49.865
-18.380;31.147;17.900;49.895
-18.360;31.171;17.919;49.925
-18.340;31.195;17.938;49.956
-18.320;31.219;17.957;49.986
-18.300;31.244;17.976;50.017
-18.280;31.268;17.995;50.047
-18.260;31.292;18.014;50.077
-18.240;31.316;18.033;50.108
-18.220;31.341;18.052;50.138
-18.200;31.365;18.072;50.169
-18.180;31.389;18.091;50.199
-18.160;31.414;18.110;50.230
-18.140;31.438;18.130;50.261
-18.120;31.463;18.149;50.291
-18.100;31.487;18.168;50.322
-18.080;31.512;18.188;50.352
-18.060;31.536;18.207;50.383
-18.040;31.561;18.227;50.414
-18.020;31.586;18.246;50.445
-18.000;31.610;18.266;50.475
-17.980;31.635;18.286;50.506
-17.960;31.660;18.305;50.537
-17.940;31.685;18.325;50.568
-17.920;31.709;18.345;50.598
-17.900;31.734;18.365;50.629
-17.880;31.759;18.384;50.660
-17.860;31.784;18.404;50.691
-17.840;31.809;18.424;50.722
-17.820;31.834;18.444;50.753
-17.800;31.859;18.464;50.784
-17.780;31.884;18.484;50.815
-17.760;31.909;18.504;50.846
-17.740;31.935;18.525;50.877
-17.720;31.960;18.545;50.908
-17.700;31.985;18.565;50.939
-17.680;32.011;18.585;50.970
-17.660;32.036;18.606;51.001
-17.640;32.061;18.626;51.032
-17.620;32.087;18.646;51.064
-17.600;32.112;18.667;51.095
-17.580;32.138;18.687;51.126
-17.560;32.163;18.708;51.157
-17.540;32.189;18.728;51.188
-17.520;32.215;18.749;51.220
-17.500;32.240;18.770;51.251
-17.480;32.266;18.790;51.282
-17.460;32.292;18.811;51.314
-17.440;32.318;18.832;51.345
-17.420;32.344;18.853;51.376
-17.400;32.369;18.874;51.408
-17.380;32.395;18.895;51.439
-17.360;32.421;18.916;51.471
-17.340;32.447;18.937;51.502
-17.320;32.473;18.958;51.534
-17.300;32.499;18.979;51.565
-17.280;32.525;19.000;51.597
-17.260;32.552;19.021;51.628
-17.240;32.578;19.043;51.660
-17.220;32.604;19.064;51.692
-17.200;32.630;19.085;51.723
-17.180;32.656;19.107;51.755
-17.160;32.683;19.128;51.787
-17.140;32.709;19.149;51.818
-17.120;32.736;19.171;51.850
-17.100;32.762;19.193;51.882
-17.080;32.789;19.214;51.914
-17.060;32.815;19.236;51.945
-17.040;32.842;19.258;51.977
-17.020;32.868;19.279;52.009
-17.000;32.895;19.301;52.041
-16.980;32.922;19.323;52.073
-16.960;32.948;19.345;52.105
-16.940;32.975;19.367;52.137
-16.920;33.002;19.389;52.169
-16.900;33.029;19.411;52.201
-16.880;33.056;19.433;52.233
-16.860;33.083;19.455;52.265
-16.840;33.110;19.477;52.297
-16.820;33.137;19.500;52.329
-16.800;33.164;19.522;52.361
-16.780;33.191;19.544;52.393
-16.760;33.218;19.567;52.426
-16.740;33.245;19.589;52.458
-16.720;33.272;19.611;52.490
-16.700;33.299;19.634;52.522
-16.680;33.327;19.657;52.554
-16.660;33.354;19.679;52.587
-16.640;33.381;19.702;52.619
-16.620;33.409;19.725;52.651
-16.600;33.436;19.747;52.684
-16.580;33.464;19.770;52.716
-16.560;33.491;19.793;52.749
-16.540;33.519;19.816;52.781
-16.520;33.547;19.839;52.813
-16.500;33.574;19.862;52.846
-16.480;33.602;19.885;52.879
-16.460;33.630;19.908;52.911
-16.440;33.658;19.932;52.944
-16.420;33.686;19.955;52.976
-16.400;33.713;19.978;53.009
-16.380;33.741;20.001;53.041
-16.360;33.769;20.025;53.074
-16.340;33.797;20.048;53.107
-16.320;33.825;20.072;53.140
-16.300;33.854;20.095;53.172
-16.280;33.882;20.119;53.205
-16.260;33.910;20.143;53.238
-16.240;33.938;20.166;53.271
-16.220;33.966;20.190;53.303
-16.200;33.995;20.214;53.336
-16.180;34.023;20.238;53.369
-16.160;34.052;20.262;53.402
-16.140;34.080;20.286;53.435
-16.120;34.109;20.310;53.468
-16.100;34.137;20.334;53.501
-16.080;34.166;20.358;53.534
-16.060;34.194;20.382;53.567
-16.040;34.223;20.406;53.600
-16.020;34.252;20.431;53.633
-16.000;34.281;20.455;53.666
-15.980;34.309;20.479;53.699
-15.960;34.338;20.504;53.733
-15.940;34.367;20.528;53.766
-15.920;34.396;20.553;53.799
-15.900;34.425;20.578;53.832
-15.880;34.454;20.602;53.866
-15.860;34.483;20.627;53.899
-15.840;34.512;20.652;53.932
-15.820;34.542;20.677;53.966
-15.800;34.571;20.702;53.999
-15.780;34.600;20.727;54.032
-15.760;34.629;20.752;54.066
-15.740;34.659;20.777;54.099
-15.720;34.688;20.802;54.133
-15.700;34.718;20.827;54.166
-15.680;34.747;20.852;54.200
-15.660;34.777;20.878;54.233
-15.640;34.807;20.903;54.267
-15.620;34.836;20.929;54.300
-15.600;34.866;20.954;54.334
-15.580;34.896;20.980;54.368
-15.560;34.925;21.005;54.401
-15.540;34.955;21.031;54.435
-15.520;34.985;21.057;54.469
-15.500;35.015;21.082;54.503
-15.480;35.045;21.108;54.536
-15.460;35.075;21.134;54.570
-15.440;35.105;21.160;54.604
-15.420;35.136;21.186;54.638
-15.400;35.166;21.212;54.672
-15.380;35.196;21.238;54.706
-15.360;35.226;21.265;54.740
-15.340;35.257;21.291;54.774
-15.320;35.287;21.317;54.808
-15.300;35.318;21.344;54.842
-15.280;35.348;21.370;54.876
-15.260;35.379;21.397;54.910
-15.240;35.409;21.423;54.944
-15.220;35.440;21.450;54.978
-15.200;35.471;21.477;55.012
-15.180;35.501;21.503;55.047
-15.160;35.532;21.530;55.081
-15.140;35.563;21.557;55.115
-15.120;35.594;21.584;55.149
-15.100;35.625;21.611;55.184
-15.080;35.656;21.638;55.218
-15.060;35.687;21.665;55.252
-15.040;35.718;21.692;55.287
-15.020;35.749;21.720;55.321
-15.000;35.780;21.747;55.356
-14.980;35.812;21.774;55.390
-14.960;35.843;21.802;55.425
-14.940;35.874;21.829;55.459
-14.920;35.906;21.857;55.494
-14.900;35.937;21.885;55.528
-14.880;35.969;21.912;55.563
-14.860;36.000;21.940;55.598
-14.840;36.032;21.968;55.632
-14.820;36.064;21.996;55.667
-14.800;36.096;22.024;55.702
-14.780;36.127;22.052;55.736
-14.760;36.159;22.080;55.771
-14.740;36.191;22.108;55.806
-14.720;36.223;22.137;55.841
-14.700;36.255;22.165;55.876
-14.680;36.287;22.193;55.911
-14.660;36.319;22.222;55.945
-14.640;36.351;22.250;55.980
-14.620;36.384;22.279;56.015
-14.600;36.416;22.307;56.050
-14.580;36.448;22.336;56.085
-14.560;36.481;22.365;56.120
-14.540;36.513;22.394;56.156
-14.520;36.546;22.423;56.191
-14.500;36.578;22.452;56.226
-14.480;36.611;22.481;56.261
-14.460;36.644;22.510;56.296
-14.440;36.676;22.539;56.331
-14.420;36.709;22.568;56.367
-14.400;36.742;22.598;56.402
-14.380;36.775;22.627;56.437
-14.360;36.808;22.657;56.473
-14.340;36.841;22.686;56.508
-14.320;36.874;22.716;56.543
-14.300;36.907;22.746;56.579
-14.280;36.940;22.775;56.614
-14.260;36.974;22.805;56.650
-14.240;37.007;22.835;56.685
-14.220;37.040;22.865;56.721
-14.200;37.074;22.895;56.757
-14.180;37.107;22.925;56.792
-14.160;37.141;22.956;56.828
-14.140;37.174;22.986;56.863
-14.120;37.208;23.016;56.899
-14.100;37.242;23.047;56.935
-14.080;37.276;23.077;56.971
-14.060;37.309;23.108;57.006
-14.040;37.343;23.138;57.042
-14.020;37.377;23.169;57.078
-14.000;37.411;23.200;57.114
-13.980;37.445;23.231;57.150
-13.960;37.479;23.262;57.186
-13.940;37.514;23.293;57.222
-13.920;37.548;23.324;57.258
-13.900;37.582;23.355;57.294
-13.880;37.617;23.386;57.330
-13.860;37.651;23.418;57.366
-13.840;37.686;23.449;57.402
-13.820;37.720;23.480;57.438
-13.800;37.755;23.512;57.475
-13.780;37.789;23.544;57.511
-13.760;37.824;23.575;57.547
-13.740;37.859;23.607;57.583
-13.720;37.894;23.639;57.620
-13.700;37.929;23.671;57.656
-13.680;37.964;23.703;57.692
-13.660;37.999;23.735;57.729
-13.640;38.034;23.767;57.765
-13.620;38.069;23.800;57.802
-13.600;38.104;23.832;57.838
-13.580;38.140;23.864;57.875
-13.560;38.175;23.897;57.911
-13.540;38.211;23.929;57.948
-13.520;38.246;23.962;57.984
-13.500;38.282;23.995;58.021
-13.480;38.317;24.028;58.058
-13.460;38.353;24.061;58.094
-13.440;38.389;24.094;58.131
-13.420;38.425;24.127;58.168
-13.400;38.461;24.160;58.205
-13.380;38.496;24.193;58.242
-13.360;38.533;24.226;58.278
-13.340;38.569;24.260;58.315
-13.320;38.605;24.293;58.352
-13.300;38.641;24.327;58.389
-13.280;38.677;24.360;58.426
-13.260;38.714;24.394;58.463
-13.240;38.750;24.428;58.500
-13.220;38.787;24.462;58.537
-13.200;38.823;24.496;58.574
-13.180;38.860;24.530;58.612
-13.160;38.896;24.564;58.649
-13.140;38.933;24.598;58.686
-13.120;38.970;24.633;58.723
-13.100;39.007;24.667;58.761
-13.080;39.044;24.702;58.798
-13.060;39.081;24.736;58.835
-13.040;39.118;24.771;58.873
-13.020;39.155;24.806;58.910
-13.000;39.193;24.840;58.947
-12.980;39.230;24.875;58.985
-12.960;39.268;24.910;59.022
-12.940;39.305;24.945;59.060
-12.920;39.343;24.981;59.098
-12.900;39.381;25.016;59.135
-12.880;39.418;25.051;59.173
-12.860;39.456;25.087;59.211
-12.840;39.494;25.122;59.248
-12.820;39.532;25.158;59.286
-12.800;39.570;25.194;59.324
-12.780;39.609;25.230;59.362
-12.760;39.647;25.265;59.399
-12.740;39.685;25.301;59.437
-12.720;39.723;25.338;59.475
-12.700;39.761;25.374;59.513
-12.680;39.799;25.410;59.551
-12.660;39.838;25.446;59.589
-12.640;39.876;25.483;59.627
-12.620;39.915;25.519;59.665
-12.600;39.953;25.556;59.703
-12.580;39.992;25.593;59.742
-12.560;40.031;25.630;59.780
-12.540;40.070;25.667;59.818
-12.520;40.108;25.704;59.856
-12.500;40.147;25.741;59.894
-12.480;40.186;25.778;59.933
-12.460;40.225;25.815;59.971
-12.440;40.264;25.853;60.010
-12.420;40.304;25.890;60.048
-12.400;40.343;25.928;60.086
-12.380;40.382;25.965;60.125
-12.360;40.422;26.003;60.163
-12.340;40.461;26.041;60.202
-12.320;40.501;26.079;60.241
-12.300;40.541;26.117;60.279
-12.280;40.581;26.155;60.318
-12.260;40.621;26.194;60.357
-12.240;40.661;26.232;60.395
-12.220;40.701;26.270;60.434
-12.200;40.741;26.309;60.473
-12.180;40.781;26.348;60.512
-12.160;40.822;26.386;60.551
-12.140;40.862;26.425;60.590
-12.120;40.902;26.464;60.629
-12.100;40.943;26.503;60.667
-12.080;40.984;26.543;60.707
-12.060;41.024;26.582;60.746
-12.040;41.065;26.621;60.785
-12.020;41.106;26.661;60.824
-12.000;41.147;26.700;60.863
-11.980;41.188;26.740;60.902
-11.960;41.229;26.780;60.941
-11.940;41.270;26.820;60.981
-11.920;41.312;26.860;61.020
-11.900;41.353;26.900;61.059
-11.880;41.395;26.940;61.099
-11.860;41.436;26.980;61.138
-11.840;41.478;27.021;61.178
-11.820;41.519;27.061;61.217
-11.800;41.561;27.102;61.257
-11.780;41.603;27.142;61.296
-11.760;41.645;27.183;61.336
-11.740;41.687;27.224;61.375
-11.720;41.729;27.265;61.415
-11.700;41.771;27.306;61.455
-11.680;41.813;27.348;61.495
-11.660;41.856;27.389;61.534
-11.640;41.898;27.430;61.574
-11.620;41.941;27.472;61.614
-11.600;41.983;27.514;61.654
-11.580;42.026;27.556;61.694
-11.560;42.069;27.597;61.734
-11.540;42.112;27.639;61.774
-11.520;42.155;27.682;61.814
-11.500;42.198;27.724;61.854
-11.480;42.241;27.766;61.894
-11.460;42.284;27.809;61.934
-11.440;42.327;27.851;61.974
-11.420;42.371;27.894;62.015
-11.400;42.414;27.937;62.055
-11.380;42.458;27.980;62.095
-11.360;42.501;28.023;62.136
-11.340;42.545;28.066;62.176
-11.320;42.589;28.109;62.216
-11.300;42.633;28.152;62.257
-11.280;42.677;28.196;62.297
-11.260;42.721;28.239;62.338
-11.240;42.765;28.283;62.379
-11.220;42.809;28.327;62.419
-11.200;42.854;28.371;62.460
-11.180;42.898;28.415;62.501
-11.160;42.943;28.459;62.541
-11.140;42.987;28.503;62.582
-11.120;43.032;28.548;62.623
-11.100;43.077;28.589;62.664
-11.080;43.122;28.631;62.705
-11.060;43.167;28.673;62.746
-11.040;43.212;28.714;62.787
-11.020;43.256;28.756;62.828
-11.000;43.301;28.798;62.869
-10.980;43.346;28.840;62.910
-10.960;43.392;28.883;62.951
-10.940;43.437;28.925;62.992
-10.920;43.482;28.967;63.033
-10.900;43.527;29.010;63.075
-10.880;43.573;29.052;63.116
-10.860;43.619;29.095;63.157
-10.840;43.664;29.138;63.199
-10.820;43.710;29.181;63.240
-10.800;43.756;29.224;63.281
-10.780;43.802;29.267;63.323
-10.760;43.848;29.311;63.365
-10.740;43.894;29.354;63.406
-10.720;43.940;29.398;63.448
-10.700;43.986;29.441;63.489
-10.680;44.032;29.485;63.531
-10.660;44.078;29.529;63.573
-10.640;44.125;29.573;63.615
-10.620;44.171;29.617;63.657
-10.600;44.218;29.661;63.698
-10.580;44.264;29.705;63.740
-10.560;44.311;29.750;63.782
-10.540;44.358;29.794;63.824
-10.520;44.405;29.839;63.866
-10.500;44.452;29.884;63.908
-10.480;44.499;29.929;63.951
-10.460;44.546;29.974;63.993
-10.440;44.593;30.019;64.035
-10.420;44.641;30.064;64.077
-10.400;44.688;30.110;64.119
-10.380;44.736;30.155;64.162
-10.360;44.783;30.201;64.204
-10.340;44.831;30.246;64.247
-10.320;44.879;30.292;64.289
-10.300;44.927;30.338;64.332
-10.280;44.975;30.384;64.374
-10.260;45.023;30.430;64.417
-10.240;45.071;30.477;64.459
-10.220;45.119;30.523;64.502
-10.200;45.167;30.570;64.545
-10.180;45.216;30.616;64.588
-10.160;45.264;30.663;64.630
-10.140;45.312;30.710;64.673
-10.120;45.361;30.757;64.716
-10.100;45.410;30.805;64.759
-10.080;45.459;30.852;64.802
-10.060;45.508;30.899;64.845
-10.040;45.557;30.947;64.888
-10.020;45.606;30.995;64.931
-10.000;45.655;31.042;64.975
-9.980;45.704;31.090;65.018
-9.960;45.754;31.138;65.061
-9.940;45.805;31.187;65.104
-9.920;45.855;31.235;65.148
-9.900;45.905;31.283;65.191
-9.880;45.956;31.332;65.235
-9.860;46.007;31.381;65.278
-9.840;46.057;31.429;65.322
-9.820;46.108;31.478;65.365
-9.800;46.159;31.527;65.409
-9.780;46.210;31.577;65.452
-9.760;46.262;31.626;65.496
-9.740;46.313;31.676;65.540
-9.720;46.365;31.725;65.584
-9.700;46.416;31.775;65.628
-9.680;46.468;31.825;65.672
-9.660;46.520;31.875;65.715
-9.640;46.571;31.925;65.759
-9.620;46.623;31.975;65.803
-9.600;46.676;32.026;65.848
-9.580;46.728;32.076;65.892
-9.560;46.780;32.127;65.936
-9.540;46.833;32.178;65.980
-9.520;46.885;32.229;66.024
-9.500;46.938;32.280;66.069
-9.480;46.991;32.331;66.113
-9.460;47.044;32.382;66.158
-9.440;47.097;32.434;66.202
-9.420;47.149;32.486;66.247
-9.400;47.202;32.537;66.291
-9.380;47.255;32.589;66.336
-9.360;47.308;32.641;66.380
-9.340;47.361;32.694;66.425
-9.320;47.414;32.746;66.470
-9.300;47.468;32.798;66.515
-9.280;47.521;32.851;66.560
-9.260;47.574;32.904;66.604
-9.240;47.627;32.959;66.649
-9.220;47.681;33.015;66.694
-9.200;47.734;33.071;66.739
-9.180;47.788;33.128;66.785
-9.160;47.842;33.185;66.830
-9.140;47.895;33.241;66.875
-9.120;47.949;33.298;66.920
-9.100;48.004;33.356;66.966
-9.080;48.058;33.413;67.011
-9.060;48.112;33.470;67.056
-9.040;48.167;33.528;67.102
-9.020;48.221;33.586;67.147
-9.000;48.276;33.644;67.193
-8.980;48.331;33.702;67.238
-8.960;48.386;33.760;67.284
-8.940;48.441;33.819;67.330
-8.920;48.496;33.877;67.376
-8.900;48.551;33.936;67.421
-8.880;48.606;33.995;67.467
-8.860;48.661;34.054;67.513
-8.840;48.716;34.113;67.559
-8.820;48.772;34.173;67.605
-8.800;48.828;34.232;67.651
-8.780;48.883;34.292;67.697
-8.760;48.939;34.352;67.744
-8.740;48.995;34.412;67.790
-8.720;49.051;34.472;67.836
-8.700;49.108;34.533;67.882
-8.680;49.164;34.594;67.929
-8.660;49.220;34.654;67.975
-8.640;49.277;34.715;68.022
-8.620;49.334;34.776;68.068
-8.600;49.391;34.838;68.115
-8.580;49.448;34.899;68.162
-8.560;49.505;34.961;68.208
-8.540;49.562;35.023;68.255
-8.520;49.619;35.085;68.302
-8.500;49.677;35.147;68.349
-8.480;49.735;35.209;68.396
-8.460;49.792;35.272;68.443
-8.440;49.851;35.334;68.490
-8.420;49.910;35.397;68.537
-8.400;49.968;35.460;68.584
-8.380;50.027;35.523;68.631
-8.360;50.086;35.587;68.678
-8.340;50.145;35.650;68.726
-8.320;50.205;35.714;68.773
-8.300;50.264;35.778;68.821
-8.280;50.324;35.842;68.868
-8.260;50.383;35.906;68.916
-8.240;50.443;35.971;68.963
-8.220;50.503;36.035;69.011
-8.200;50.563;36.100;69.059
-8.180;50.624;36.165;69.106
-8.160;50.684;36.231;69.154
-8.140;50.745;36.296;69.202
-8.120;50.805;36.362;69.250
-8.100;50.866;36.427;69.298
-8.080;50.927;36.493;69.346
-8.060;50.988;36.559;69.394
-8.040;51.049;36.626;69.442
-8.020;51.111;36.692;69.491
-8.000;51.172;36.759;69.539
-7.980;51.234;36.826;69.587
-7.960;51.296;36.894;69.636
-7.940;51.358;36.961;69.684
-7.920;51.420;37.029;69.733
-7.900;51.481;37.097;69.781
-7.880;51.542;37.165;69.830
-7.860;51.603;37.233;69.879
-7.840;51.664;37.301;69.927
-7.820;51.726;37.370;69.976
-7.800;51.787;37.439;70.025
-7.780;51.849;37.508;70.074
-7.760;51.910;37.577;70.123
-7.740;51.972;37.646;70.172
-7.720;52.034;37.716;70.221
-7.700;52.097;37.786;70.271
-7.680;52.160;37.856;70.320
-7.660;52.226;37.926;70.369
-7.640;52.292;37.996;70.419
-7.620;52.357;38.067;70.468
-7.600;52.423;38.138;70.518
