time;median ;l_ci;u_ci
12.220;98.094;94.995;99.424
12.240;98.093;94.993;99.423
12.260;98.093;94.991;99.423
12.280;98.092;94.989;99.423
12.300;98.091;94.987;99.422
12.320;98.090;94.985;99.422
12.340;98.090;94.984;99.422
12.360;98.089;94.982;99.421
12.380;98.088;94.980;99.421
12.400;98.087;94.978;99.421
12.420;98.086;94.976;99.420
12.440;98.085;94.974;99.420
12.460;98.084;94.973;99.420
12.480;98.083;94.971;99.419
12.500;98.082;94.968;99.419
12.520;98.081;94.966;99.419
12.540;98.081;94.963;99.418
12.560;98.080;94.961;99.418
12.580;98.079;94.958;99.418
12.600;98.079;94.956;99.417
12.620;98.078;94.954;99.417
12.640;98.077;94.951;99.417
12.660;98.076;94.949;99.416
12.680;98.075;94.946;99.416
12.700;98.074;94.944;99.416
12.720;98.073;94.942;99.415
12.740;98.072;94.939;99.415
12.760;98.071;94.937;99.415
12.780;98.069;94.934;99.414
12.800;98.068;94.932;99.414
12.820;98.067;94.930;99.414
12.840;98.066;94.927;99.413
12.860;98.065;94.925;99.413
12.880;98.064;94.923;99.413
12.900;98.063;94.920;99.413
12.920;98.062;94.918;99.412
12.940;98.061;94.915;99.412
12.960;98.061;94.913;99.412
12.980;98.060;94.911;99.411
13.000;98.059;94.908;99.411
13.020;98.058;94.906;99.411
13.040;98.057;94.904;99.410
13.060;98.057;94.901;99.410
13.080;98.056;94.899;99.410
13.100;98.055;94.897;99.409
13.120;98.054;94.894;99.409
13.140;98.053;94.892;99.409
13.160;98.052;94.890;99.408
13.180;98.051;94.887;99.408
13.200;98.050;94.885;99.408
13.220;98.049;94.883;99.407
13.240;98.048;94.881;99.407
13.260;98.047;94.880;99.407
13.280;98.046;94.879;99.406
13.300;98.045;94.878;99.406
13.320;98.045;94.876;99.406
13.340;98.044;94.875;99.405
13.360;98.043;94.874;99.405
13.380;98.043;94.873;99.405
13.400;98.042;94.872;99.404
13.420;98.041;94.871;99.404
13.440;98.041;94.870;99.404
13.460;98.040;94.869;99.403
13.480;98.039;94.868;99.403
13.500;98.039;94.867;99.403
13.520;98.038;94.866;99.403
13.540;98.038;94.865;99.402
13.560;98.037;94.864;99.402
13.580;98.036;94.863;99.402
13.600;98.035;94.862;99.401
13.620;98.034;94.861;99.401
13.640;98.033;94.860;99.401
13.660;98.033;94.859;99.400
13.680;98.032;94.858;99.400
13.700;98.031;94.857;99.400
13.720;98.030;94.856;99.399
13.740;98.029;94.855;99.399
13.760;98.028;94.854;99.399
13.780;98.027;94.853;99.398
13.800;98.027;94.852;99.398
13.820;98.026;94.851;99.398
13.840;98.025;94.850;99.398
13.860;98.024;94.849;99.397
13.880;98.023;94.848;99.397
13.900;98.022;94.847;99.397
13.920;98.021;94.846;99.396
13.940;98.019;94.845;99.396
13.960;98.018;94.844;99.396
13.980;98.017;94.843;99.395
14.000;98.016;94.842;99.395
14.020;98.015;94.841;99.395
14.040;98.014;94.840;99.394
14.060;98.013;94.839;99.394
14.080;98.011;94.838;99.394
14.100;98.010;94.837;99.394
14.120;98.009;94.836;99.393
14.140;98.008;94.835;99.393
14.160;98.007;94.834;99.393
14.180;98.006;94.833;99.392
14.200;98.005;94.831;99.392
14.220;98.004;94.830;99.392
14.240;98.004;94.828;99.391
14.260;98.003;94.827;99.391
14.280;98.003;94.826;99.391
14.300;98.002;94.824;99.390
14.320;98.002;94.823;99.390
14.340;98.001;94.821;99.390
14.360;98.001;94.820;99.390
14.380;98.000;94.819;99.389
14.400;98.000;94.817;99.389
14.420;98.000;94.816;99.389
14.440;97.999;94.815;99.388
14.460;97.999;94.813;99.388
14.480;97.998;94.812;99.388
14.500;97.998;94.811;99.388
14.520;97.998;94.809;99.387
14.540;97.997;94.808;99.387
14.560;97.997;94.807;99.387
14.580;97.997;94.805;99.386
14.600;97.997;94.804;99.386
14.620;97.997;94.803;99.386
14.640;97.996;94.801;99.385
14.660;97.996;94.800;99.385
14.680;97.996;94.799;99.385
14.700;97.995;94.798;99.385
14.720;97.995;94.796;99.384
14.740;97.994;94.795;99.384
14.760;97.994;94.794;99.384
14.780;97.994;94.793;99.383
14.800;97.993;94.791;99.383
14.820;97.993;94.790;99.383
14.840;97.992;94.789;99.383
14.860;97.992;94.788;99.382
14.880;97.992;94.787;99.382
14.900;97.991;94.785;99.382
14.920;97.991;94.784;99.381
14.940;97.991;94.783;99.381
14.960;97.990;94.782;99.381
14.980;97.989;94.781;99.381
15.000;97.988;94.780;99.380
15.020;97.987;94.778;99.380
15.040;97.986;94.777;99.380
15.060;97.986;94.776;99.379
15.080;97.985;94.775;99.379
15.100;97.984;94.774;99.379
15.120;97.983;94.773;99.379
15.140;97.982;94.772;99.378
15.160;97.982;94.771;99.378
15.180;97.981;94.769;99.378
15.200;97.981;94.768;99.378
15.220;97.980;94.767;99.377
15.240;97.980;94.766;99.377
15.260;97.979;94.765;99.377
15.280;97.979;94.764;99.376
15.300;97.978;94.763;99.376
15.320;97.977;94.762;99.376
15.340;97.977;94.761;99.376
15.360;97.976;94.760;99.375
15.380;97.975;94.759;99.375
15.400;97.974;94.758;99.375
15.420;97.974;94.757;99.375
15.440;97.973;94.756;99.374
15.460;97.973;94.755;99.374
15.480;97.972;94.754;99.374
15.500;97.972;94.753;99.374
15.520;97.971;94.752;99.373
15.540;97.971;94.751;99.373
15.560;97.970;94.750;99.373
15.580;97.970;94.749;99.373
15.600;97.969;94.748;99.372
15.620;97.969;94.747;99.372
15.640;97.968;94.746;99.372
15.660;97.967;94.745;99.372
15.680;97.967;94.744;99.371
15.700;97.967;94.743;99.371
15.720;97.966;94.742;99.371
15.740;97.966;94.742;99.371
15.760;97.965;94.741;99.370
15.780;97.965;94.740;99.370
15.800;97.964;94.739;99.370
15.820;97.964;94.738;99.370
15.840;97.964;94.737;99.370
15.860;97.963;94.736;99.370
15.880;97.963;94.735;99.370
15.900;97.962;94.735;99.369
15.920;97.962;94.734;99.369
15.940;97.961;94.733;99.369
15.960;97.961;94.732;99.369
15.980;97.961;94.731;99.369
16.000;97.960;94.730;99.369
16.020;97.960;94.730;99.369
16.040;97.959;94.729;99.369
16.060;97.959;94.728;99.369
16.080;97.959;94.727;99.368
16.100;97.958;94.727;99.368
16.120;97.958;94.726;99.368
16.140;97.958;94.725;99.368
16.160;97.957;94.724;99.368
16.180;97.957;94.724;99.368
16.200;97.956;94.723;99.368
16.220;97.956;94.722;99.368
16.240;97.956;94.721;99.368
16.260;97.956;94.721;99.368
16.280;97.955;94.720;99.368
16.300;97.955;94.719;99.367
16.320;97.955;94.719;99.367
16.340;97.955;94.718;99.367
16.360;97.954;94.717;99.367
16.380;97.954;94.717;99.367
16.400;97.954;94.716;99.367
16.420;97.954;94.715;99.367
16.440;97.954;94.715;99.367
16.460;97.953;94.714;99.367
16.480;97.953;94.714;99.367
16.500;97.953;94.713;99.367
16.520;97.953;94.712;99.367
16.540;97.953;94.712;99.367
16.560;97.953;94.711;99.366
16.580;97.953;94.711;99.366
16.600;97.952;94.710;99.366
16.620;97.952;94.710;99.366
16.640;97.952;94.709;99.366
16.660;97.952;94.709;99.366
16.680;97.952;94.708;99.366
16.700;97.952;94.707;99.366
16.720;97.952;94.707;99.366
16.740;97.951;94.706;99.366
16.760;97.951;94.706;99.366
16.780;97.951;94.706;99.366
16.800;97.951;94.705;99.366
16.820;97.951;94.705;99.366
16.840;97.951;94.704;99.366
16.860;97.951;94.704;99.366
16.880;97.951;94.703;99.366
16.900;97.950;94.703;99.366
16.920;97.950;94.702;99.366
16.940;97.950;94.702;99.365
16.960;97.950;94.702;99.365
16.980;97.950;94.701;99.365
17.000;97.950;94.701;99.365
17.020;97.950;94.701;99.365
17.040;97.950;94.700;99.365
17.060;97.950;94.700;99.365
17.080;97.949;94.699;99.365
17.100;97.949;94.699;99.364
17.120;97.949;94.699;99.364
17.140;97.949;94.699;99.364
17.160;97.949;94.698;99.364
17.180;97.949;94.698;99.364
17.200;97.949;94.698;99.364
17.220;97.948;94.697;99.363
17.240;97.948;94.697;99.363
17.260;97.948;94.697;99.363
17.280;97.948;94.697;99.363
17.300;97.948;94.696;99.363
17.320;97.948;94.696;99.363
17.340;97.948;94.696;99.362
17.360;97.948;94.696;99.362
17.380;97.947;94.696;99.362
17.400;97.947;94.695;99.362
17.420;97.947;94.695;99.362
17.440;97.947;94.695;99.362
17.460;97.947;94.695;99.361
17.480;97.947;94.695;99.361
17.500;97.947;94.695;99.361
17.520;97.947;94.695;99.361
17.540;97.947;94.694;99.361
17.560;97.947;94.694;99.361
17.580;97.947;94.694;99.361
17.600;97.947;94.694;99.360
17.620;97.948;94.694;99.360
17.640;97.948;94.694;99.360
17.660;97.948;94.694;99.360
17.680;97.948;94.694;99.360
17.700;97.948;94.694;99.360
17.720;97.948;94.694;99.360
17.740;97.948;94.694;99.359
17.760;97.948;94.694;99.359
17.780;97.948;94.694;99.359
17.800;97.948;94.694;99.359
17.820;97.948;94.694;99.359
17.840;97.948;94.694;99.359
17.860;97.948;94.694;99.359
17.880;97.948;94.694;99.359
17.900;97.948;94.694;99.358
17.920;97.948;94.694;99.358
17.940;97.949;94.694;99.358
17.960;97.949;94.695;99.358
17.980;97.949;94.695;99.358
18.000;97.949;94.695;99.358
18.020;97.949;94.695;99.358
18.040;97.949;94.695;99.358
18.060;97.949;94.695;99.358
18.080;97.949;94.695;99.357
18.100;97.949;94.696;99.357
18.120;97.949;94.696;99.357
18.140;97.949;94.696;99.357
18.160;97.949;94.696;99.357
18.180;97.949;94.696;99.357
18.200;97.949;94.697;99.357
18.220;97.949;94.697;99.357
18.240;97.949;94.697;99.357
18.260;97.949;94.697;99.357
18.280;97.949;94.698;99.356
18.300;97.949;94.698;99.356
18.320;97.949;94.698;99.356
18.340;97.949;94.699;99.356
18.360;97.949;94.699;99.356
18.380;97.949;94.699;99.356
18.400;97.950;94.700;99.356
18.420;97.950;94.700;99.356
18.440;97.950;94.700;99.356
18.460;97.950;94.701;99.356
18.480;97.950;94.701;99.356
18.500;97.950;94.702;99.356
18.520;97.950;94.702;99.356
18.540;97.950;94.703;99.355
18.560;97.950;94.703;99.355
18.580;97.950;94.703;99.355
18.600;97.950;94.704;99.355
18.620;97.950;94.704;99.355
18.640;97.950;94.705;99.355
18.660;97.950;94.705;99.355
18.680;97.949;94.706;99.355
18.700;97.949;94.706;99.355
18.720;97.949;94.707;99.355
18.740;97.949;94.708;99.355
18.760;97.949;94.708;99.355
18.780;97.949;94.709;99.355
18.800;97.949;94.709;99.355
18.820;97.948;94.710;99.355
18.840;97.948;94.710;99.355
18.860;97.948;94.711;99.355
18.880;97.949;94.712;99.355
18.900;97.949;94.712;99.355
18.920;97.949;94.713;99.355
18.940;97.949;94.714;99.355
18.960;97.949;94.714;99.354
18.980;97.950;94.715;99.354
19.000;97.950;94.716;99.354
19.020;97.950;94.716;99.354
19.040;97.950;94.716;99.354
19.060;97.951;94.716;99.354
19.080;97.951;94.717;99.354
19.100;97.951;94.717;99.354
19.120;97.952;94.717;99.354
19.140;97.952;94.717;99.354
19.160;97.952;94.717;99.354
19.180;97.953;94.718;99.354
19.200;97.953;94.718;99.354
19.220;97.953;94.718;99.354
19.240;97.953;94.718;99.354
19.260;97.954;94.718;99.354
19.280;97.954;94.719;99.354
19.300;97.954;94.719;99.354
19.320;97.955;94.719;99.354
19.340;97.955;94.720;99.354
19.360;97.955;94.720;99.354
19.380;97.956;94.720;99.354
19.400;97.956;94.720;99.354
19.420;97.956;94.721;99.354
19.440;97.957;94.721;99.354
19.460;97.957;94.721;99.354
19.480;97.958;94.722;99.355
19.500;97.958;94.722;99.355
19.520;97.958;94.722;99.355
19.540;97.959;94.723;99.355
19.560;97.959;94.723;99.355
19.580;97.960;94.723;99.355
19.600;97.960;94.724;99.355
19.620;97.961;94.724;99.355
19.640;97.961;94.725;99.355
19.660;97.962;94.725;99.355
19.680;97.962;94.725;99.355
19.700;97.963;94.726;99.355
19.720;97.963;94.726;99.355
19.740;97.964;94.727;99.355
19.760;97.964;94.727;99.355
19.780;97.965;94.727;99.355
19.800;97.965;94.728;99.355
19.820;97.966;94.728;99.355
19.840;97.966;94.729;99.355
19.860;97.967;94.729;99.355
19.880;97.967;94.730;99.356
19.900;97.968;94.730;99.356
19.920;97.968;94.731;99.356
19.940;97.969;94.731;99.356
19.960;97.969;94.732;99.356
19.980;97.970;94.732;99.356
20.000;97.971;94.733;99.356
20.020;97.971;94.733;99.356
20.040;97.971;94.734;99.356
20.060;97.972;94.735;99.356
20.080;97.972;94.735;99.356
20.100;97.973;94.736;99.357
20.120;97.974;94.736;99.357
20.140;97.974;94.737;99.357
20.160;97.975;94.738;99.357
20.180;97.975;94.738;99.357
20.200;97.976;94.739;99.357
20.220;97.976;94.739;99.357
20.240;97.977;94.740;99.357
20.260;97.977;94.741;99.358
20.280;97.978;94.742;99.358
20.300;97.979;94.744;99.358
20.320;97.979;94.745;99.358
20.340;97.980;94.746;99.358
20.360;97.980;94.747;99.358
20.380;97.981;94.748;99.358
20.400;97.982;94.750;99.358
20.420;97.982;94.751;99.359
20.440;97.983;94.752;99.359
20.460;97.984;94.753;99.359
20.480;97.984;94.755;99.359
20.500;97.985;94.756;99.359
20.520;97.986;94.757;99.359
20.540;97.986;94.759;99.360
20.560;97.987;94.760;99.360
20.580;97.988;94.761;99.360
20.600;97.988;94.763;99.360
20.620;97.989;94.764;99.360
20.640;97.990;94.765;99.360
20.660;97.990;94.767;99.361
20.680;97.991;94.768;99.361
20.700;97.992;94.769;99.361
20.720;97.993;94.771;99.361
20.740;97.994;94.772;99.361
20.760;97.995;94.773;99.362
20.780;97.995;94.775;99.362
20.800;97.996;94.776;99.362
20.820;97.997;94.778;99.362
20.840;97.998;94.779;99.362
20.860;97.999;94.780;99.363
20.880;98.000;94.782;99.363
20.900;98.001;94.783;99.363
20.920;98.001;94.785;99.363
20.940;98.002;94.786;99.363
20.960;98.003;94.788;99.364
20.980;98.003;94.789;99.364
21.000;98.004;94.791;99.364
21.020;98.005;94.792;99.364
21.040;98.005;94.794;99.365
21.060;98.006;94.795;99.365
21.080;98.007;94.797;99.365
21.100;98.008;94.798;99.365
21.120;98.008;94.800;99.366
21.140;98.009;94.801;99.366
21.160;98.010;94.803;99.366
21.180;98.010;94.804;99.367
21.200;98.011;94.806;99.367
21.220;98.012;94.808;99.368
21.240;98.013;94.809;99.368
21.260;98.014;94.811;99.368
21.280;98.015;94.812;99.369
21.300;98.016;94.814;99.369
21.320;98.017;94.816;99.369
21.340;98.018;94.817;99.370
21.360;98.019;94.819;99.370
21.380;98.020;94.820;99.371
21.400;98.021;94.822;99.371
21.420;98.022;94.824;99.371
21.440;98.024;94.825;99.372
21.460;98.025;94.827;99.372
21.480;98.026;94.829;99.373
21.500;98.027;94.830;99.373
21.520;98.028;94.832;99.373
21.540;98.029;94.834;99.374
21.560;98.030;94.836;99.374
21.580;98.031;94.837;99.375
21.600;98.032;94.839;99.375
21.620;98.034;94.841;99.375
21.640;98.035;94.843;99.376
21.660;98.036;94.844;99.376
21.680;98.037;94.846;99.377
21.700;98.038;94.848;99.377
21.720;98.040;94.850;99.378
21.740;98.041;94.851;99.378
21.760;98.042;94.853;99.378
21.780;98.044;94.855;99.379
21.800;98.045;94.857;99.379
21.820;98.046;94.859;99.380
21.840;98.048;94.861;99.380
21.860;98.049;94.862;99.381
21.880;98.050;94.864;99.381
21.900;98.051;94.866;99.382
21.920;98.052;94.868;99.382
21.940;98.053;94.870;99.382
21.960;98.055;94.872;99.383
21.980;98.056;94.874;99.383
22.000;98.057;94.876;99.384
22.020;98.058;94.878;99.384
22.040;98.060;94.880;99.385
22.060;98.061;94.882;99.385
22.080;98.062;94.884;99.386
22.100;98.064;94.885;99.386
22.120;98.065;94.887;99.387
22.140;98.066;94.889;99.387
22.160;98.068;94.891;99.388
22.180;98.069;94.893;99.388
22.200;98.070;94.895;99.389
22.220;98.071;94.898;99.389
22.240;98.072;94.900;99.390
22.260;98.073;94.902;99.390
22.280;98.074;94.904;99.391
22.300;98.076;94.906;99.391
22.320;98.077;94.908;99.392
22.340;98.078;94.910;99.392
22.360;98.079;94.912;99.393
22.380;98.080;94.914;99.393
22.400;98.082;94.916;99.394
22.420;98.083;94.918;99.394
22.440;98.084;94.921;99.395
22.460;98.086;94.923;99.396
22.480;98.087;94.925;99.396
22.500;98.088;94.927;99.397
22.520;98.090;94.930;99.397
22.540;98.091;94.932;99.398
22.560;98.092;94.935;99.398
22.580;98.094;94.937;99.399
22.600;98.095;94.940;99.399
22.620;98.097;94.942;99.400
22.640;98.098;94.945;99.401
22.660;98.099;94.947;99.401
22.680;98.101;94.950;99.402
22.700;98.102;94.952;99.402
22.720;98.103;94.955;99.403
22.740;98.105;94.958;99.404
22.760;98.106;94.960;99.404
22.780;98.107;94.963;99.405
22.800;98.108;94.965;99.405
22.820;98.110;94.968;99.406
22.840;98.111;94.971;99.407
22.860;98.112;94.973;99.407
22.880;98.114;94.976;99.408
22.900;98.116;94.979;99.408
22.920;98.117;94.982;99.409
22.940;98.119;94.984;99.410
22.960;98.121;94.987;99.410
22.980;98.122;94.990;99.411
23.000;98.124;94.993;99.412
23.020;98.126;94.995;99.412
23.040;98.127;94.998;99.413
23.060;98.129;95.001;99.414
23.080;98.131;95.004;99.414
23.100;98.134;95.007;99.415
23.120;98.136;95.010;99.416
23.140;98.138;95.013;99.416
23.160;98.141;95.015;99.417
23.180;98.143;95.018;99.418
23.200;98.145;95.021;99.418
23.220;98.148;95.024;99.419
23.240;98.150;95.027;99.420
23.260;98.152;95.030;99.420
23.280;98.153;95.033;99.421
23.300;98.155;95.036;99.422
23.320;98.156;95.039;99.422
23.340;98.158;95.042;99.423
23.360;98.159;95.045;99.424
23.380;98.161;95.048;99.424
23.400;98.163;95.051;99.425
23.420;98.164;95.055;99.426
23.440;98.166;95.058;99.427
23.460;98.167;95.061;99.427
23.480;98.169;95.064;99.428
23.500;98.171;95.067;99.429
23.520;98.173;95.070;99.430
23.540;98.175;95.074;99.430
23.560;98.178;95.077;99.431
23.580;98.180;95.080;99.432
23.600;98.181;95.083;99.433
23.620;98.184;95.087;99.433
23.640;98.186;95.090;99.434
23.660;98.187;95.093;99.435
23.680;98.190;95.096;99.436
23.700;98.192;95.100;99.437
23.720;98.194;95.103;99.438
23.740;98.196;95.106;99.439
23.760;98.198;95.108;99.440
23.780;98.200;95.110;99.441
23.800;98.203;95.112;99.443
23.820;98.205;95.115;99.444
23.840;98.207;95.117;99.445
23.860;98.210;95.119;99.446
23.880;98.212;95.122;99.447
23.900;98.214;95.124;99.448
23.920;98.217;95.127;99.449
23.940;98.220;95.129;99.449
23.960;98.223;95.132;99.450
23.980;98.227;95.134;99.450
24.000;98.230;95.137;99.451
24.020;98.232;95.139;99.452
24.040;98.235;95.142;99.452
24.060;98.237;95.144;99.453
24.080;98.240;95.147;99.453
24.100;98.242;95.149;99.455
24.120;98.245;95.152;99.456
24.140;98.246;95.154;99.456
24.160;98.248;95.157;99.457
24.180;98.250;95.160;99.458
24.200;98.251;95.163;99.459
24.220;98.253;95.166;99.460
24.240;98.254;95.169;99.461
24.260;98.256;95.172;99.462
24.280;98.258;95.176;99.462
24.300;98.260;95.179;99.463
24.320;98.262;95.181;99.464
24.340;98.264;95.184;99.465
24.360;98.266;95.187;99.465
24.380;98.268;95.190;99.466
24.400;98.269;95.192;99.466
24.420;98.271;95.195;99.467
24.440;98.273;95.198;99.468
24.460;98.274;95.200;99.468
24.480;98.276;95.203;99.469
24.500;98.277;95.205;99.469
24.520;98.279;95.207;99.470
24.540;98.280;95.209;99.470
24.560;98.282;95.212;99.470
24.580;98.283;95.214;99.471
24.600;98.285;95.216;99.471
24.620;98.286;95.218;99.472
24.640;98.287;95.220;99.472
24.660;98.288;95.222;99.472
24.680;98.290;95.223;99.473
24.700;98.291;95.225;99.473
24.720;98.292;95.227;99.473
24.740;98.293;95.228;99.473
24.760;98.294;95.230;99.474
24.780;98.295;95.232;99.474
24.800;98.296;95.234;99.474
24.820;98.297;95.236;99.474
24.840;98.298;95.239;99.475
24.860;98.299;95.241;99.475
24.880;98.300;95.243;99.475
24.900;98.301;95.246;99.475
24.920;98.301;95.248;99.475
24.940;98.302;95.250;99.475
24.960;98.303;95.252;99.476
24.980;98.304;95.254;99.476
25.000;98.304;95.257;99.476
25.020;98.305;95.259;99.476
25.040;98.306;95.261;99.476
25.060;98.307;95.263;99.476
25.080;98.308;95.265;99.476
25.100;98.308;95.267;99.476
25.120;98.309;95.269;99.476
25.140;98.310;95.271;99.476
25.160;98.310;95.273;99.476
25.180;98.311;95.275;99.476
25.200;98.312;95.277;99.476
25.220;98.312;95.279;99.476
25.240;98.312;95.281;99.476
25.260;98.312;95.283;99.476
25.280;98.312;95.285;99.476
25.300;98.312;95.287;99.476
25.320;98.313;95.289;99.476
25.340;98.313;95.291;99.476
25.360;98.313;95.292;99.476
25.380;98.314;95.294;99.476
25.400;98.314;95.296;99.476
25.420;98.314;95.298;99.476
25.440;98.314;95.300;99.476
25.460;98.314;95.301;99.476
25.480;98.314;95.303;99.476
25.500;98.314;95.305;99.476
25.520;98.314;95.306;99.476
25.540;98.314;95.308;99.476
25.560;98.314;95.309;99.476
25.580;98.314;95.311;99.476
25.600;98.314;95.313;99.476
25.620;98.313;95.314;99.475
25.640;98.313;95.316;99.475
25.660;98.313;95.317;99.475
25.680;98.313;95.319;99.475
25.700;98.313;95.320;99.475
25.720;98.313;95.322;99.475
25.740;98.312;95.323;99.475
25.760;98.312;95.324;99.475
25.780;98.312;95.326;99.475
25.800;98.312;95.327;99.474
25.820;98.312;95.329;99.474
25.840;98.312;95.330;99.474
25.860;98.312;95.331;99.474
25.880;98.312;95.333;99.474
25.900;98.312;95.334;99.474
25.920;98.312;95.335;99.474
25.940;98.312;95.336;99.473
25.960;98.312;95.336;99.473
25.980;98.312;95.336;99.473
26.000;98.312;95.337;99.473
26.020;98.312;95.337;99.473
26.040;98.312;95.337;99.473
26.060;98.312;95.337;99.472
26.080;98.312;95.338;99.472
26.100;98.312;95.338;99.472
26.120;98.312;95.338;99.472
26.140;98.312;95.338;99.472
26.160;98.313;95.338;99.471
26.180;98.313;95.338;99.471
26.200;98.313;95.339;99.471
26.220;98.313;95.339;99.471
26.240;98.313;95.339;99.471
26.260;98.313;95.339;99.470
26.280;98.313;95.339;99.470
26.300;98.313;95.339;99.470
26.320;98.312;95.339;99.470
26.340;98.312;95.339;99.470
26.360;98.312;95.339;99.469
26.380;98.312;95.339;99.469
26.400;98.312;95.339;99.469
26.420;98.312;95.338;99.469
26.440;98.312;95.338;99.468
26.460;98.311;95.338;99.468
26.480;98.311;95.338;99.468
26.500;98.310;95.338;99.468
26.520;98.310;95.338;99.468
26.540;98.310;95.338;99.467
26.560;98.309;95.338;99.467
26.580;98.308;95.337;99.467
26.600;98.307;95.337;99.467
26.620;98.307;95.337;99.466
26.640;98.306;95.336;99.466
26.660;98.306;95.336;99.466
26.680;98.306;95.336;99.466
26.700;98.305;95.335;99.465
26.720;98.305;95.335;99.465
26.740;98.305;95.335;99.465
26.760;98.305;95.334;99.465
26.780;98.305;95.334;99.464
26.800;98.304;95.333;99.464
26.820;98.304;95.333;99.464
26.840;98.303;95.332;99.463
26.860;98.303;95.332;99.463
26.880;98.302;95.331;99.463
26.900;98.302;95.331;99.463
26.920;98.301;95.330;99.462
26.940;98.301;95.330;99.462
26.960;98.300;95.329;99.462
26.980;98.300;95.329;99.462
27.000;98.299;95.328;99.461
27.020;98.299;95.327;99.461
27.040;98.298;95.327;99.461
27.060;98.298;95.326;99.460
27.080;98.297;95.326;99.460
27.100;98.297;95.325;99.460
27.120;98.296;95.324;99.460
27.140;98.296;95.324;99.459
27.160;98.295;95.323;99.459
27.180;98.295;95.322;99.459
27.200;98.295;95.322;99.459
27.220;98.294;95.321;99.458
27.240;98.294;95.320;99.458
27.260;98.293;95.319;99.458
27.280;98.293;95.319;99.457
27.300;98.292;95.318;99.457
27.320;98.292;95.317;99.457
27.340;98.291;95.316;99.456
27.360;98.290;95.316;99.456
27.380;98.290;95.315;99.456
27.400;98.289;95.314;99.456
27.420;98.288;95.313;99.455
27.440;98.287;95.312;99.455
27.460;98.286;95.311;99.455
27.480;98.285;95.311;99.454
27.500;98.284;95.310;99.454
27.520;98.283;95.309;99.454
27.540;98.282;95.308;99.453
27.560;98.281;95.307;99.453
27.580;98.280;95.306;99.453
27.600;98.279;95.305;99.453
27.620;98.278;95.304;99.452
27.640;98.277;95.303;99.452
27.660;98.276;95.302;99.452
27.680;98.275;95.301;99.451
27.700;98.274;95.300;99.451
27.720;98.273;95.299;99.451
27.740;98.272;95.298;99.450
27.760;98.271;95.297;99.450
27.780;98.270;95.296;99.450
27.800;98.269;95.295;99.449
27.820;98.267;95.294;99.449
27.840;98.266;95.293;99.449
27.860;98.265;95.292;99.448
27.880;98.264;95.291;99.448
27.900;98.263;95.290;99.448
27.920;98.262;95.289;99.447
27.940;98.261;95.288;99.447
27.960;98.261;95.286;99.447
27.980;98.260;95.285;99.446
28.000;98.259;95.284;99.446
28.020;98.258;95.283;99.446
28.040;98.258;95.282;99.445
28.060;98.257;95.281;99.445
28.080;98.256;95.280;99.445
28.100;98.255;95.278;99.444
28.120;98.254;95.277;99.444
28.140;98.253;95.276;99.444
28.160;98.252;95.275;99.443
28.180;98.251;95.274;99.443
28.200;98.250;95.272;99.443
28.220;98.249;95.271;99.442
28.240;98.248;95.270;99.442
28.260;98.247;95.269;99.442
28.280;98.246;95.267;99.441
28.300;98.246;95.266;99.441
28.320;98.245;95.265;99.441
28.340;98.244;95.264;99.440
28.360;98.243;95.262;99.440
28.380;98.243;95.261;99.439
28.400;98.242;95.260;99.439
28.420;98.241;95.258;99.439
28.440;98.240;95.257;99.438
28.460;98.239;95.256;99.438
28.480;98.239;95.254;99.438
28.500;98.238;95.253;99.437
28.520;98.237;95.252;99.437
28.540;98.236;95.250;99.437
28.560;98.236;95.249;99.436
28.580;98.235;95.248;99.436
28.600;98.234;95.246;99.435
28.620;98.234;95.245;99.435
28.640;98.233;95.243;99.435
28.660;98.233;95.242;99.434
28.680;98.232;95.241;99.434
28.700;98.232;95.239;99.434
28.720;98.231;95.238;99.433
28.740;98.230;95.236;99.433
28.760;98.229;95.235;99.433
28.780;98.228;95.233;99.432
28.800;98.227;95.232;99.432
28.820;98.226;95.231;99.432
28.840;98.225;95.229;99.431
28.860;98.224;95.228;99.431
28.880;98.223;95.226;99.431
28.900;98.222;95.225;99.431
28.920;98.221;95.223;99.430
28.940;98.219;95.222;99.430
28.960;98.218;95.220;99.430
28.980;98.216;95.219;99.429
29.000;98.215;95.217;99.429
29.020;98.213;95.216;99.429
29.040;98.212;95.214;99.429
29.060;98.210;95.213;99.428
29.080;98.209;95.211;99.428
29.100;98.207;95.210;99.428
29.120;98.206;95.208;99.427
29.140;98.205;95.206;99.427
29.160;98.204;95.205;99.427
29.180;98.203;95.203;99.427
29.200;98.202;95.202;99.426
29.220;98.201;95.200;99.426
29.240;98.200;95.199;99.426
29.260;98.198;95.197;99.425
29.280;98.197;95.195;99.425
29.300;98.196;95.194;99.425
29.320;98.195;95.192;99.425
29.340;98.194;95.191;99.424
29.360;98.193;95.189;99.424
29.380;98.191;95.187;99.423
29.400;98.190;95.186;99.423
29.420;98.189;95.184;99.423
29.440;98.188;95.183;99.422
29.460;98.187;95.181;99.422
29.480;98.186;95.179;99.421
29.500;98.184;95.178;99.421
29.520;98.183;95.176;99.420
29.540;98.182;95.174;99.420
29.560;98.181;95.173;99.420
29.580;98.180;95.171;99.419
29.600;98.179;95.169;99.419
29.620;98.177;95.168;99.418
29.640;98.176;95.166;99.418
29.660;98.175;95.164;99.417
29.680;98.174;95.163;99.417
