time;median;l_ci;u_ci
17.656;98.176;94.657;99.538
17.657;98.176;94.656;99.538
17.657;98.176;94.655;99.538
17.658;98.175;94.654;99.538
17.659;98.175;94.653;99.538
17.660;98.174;94.652;99.538
17.661;98.174;94.651;99.538
17.662;98.173;94.650;99.537
17.662;98.173;94.649;99.537
17.663;98.172;94.648;99.537
17.664;98.171;94.647;99.537
17.665;98.171;94.646;99.537
17.666;98.170;94.645;99.537
17.667;98.169;94.645;99.537
17.668;98.169;94.644;99.537
17.668;98.168;94.643;99.537
17.669;98.168;94.642;99.536
17.670;98.168;94.641;99.536
17.671;98.167;94.640;99.536
17.672;98.167;94.639;99.536
17.672;98.167;94.638;99.536
17.673;98.166;94.637;99.536
17.674;98.166;94.636;99.536
17.675;98.166;94.635;99.536
17.676;98.165;94.635;99.536
17.677;98.165;94.634;99.535
17.677;98.165;94.633;99.535
17.678;98.164;94.632;99.535
17.679;98.164;94.631;99.535
17.680;98.164;94.630;99.535
17.681;98.164;94.629;99.535
17.682;98.163;94.628;99.535
17.683;98.163;94.628;99.535
17.683;98.163;94.627;99.535
17.684;98.162;94.626;99.534
17.685;98.162;94.625;99.534
17.686;98.162;94.624;99.534
17.687;98.162;94.624;99.534
17.688;98.161;94.623;99.534
17.688;98.161;94.622;99.534
17.689;98.161;94.621;99.534
17.690;98.160;94.620;99.534
17.691;98.160;94.620;99.534
17.692;98.160;94.619;99.534
17.692;98.160;94.618;99.533
17.693;98.159;94.617;99.533
17.694;98.159;94.616;99.533
17.695;98.159;94.616;99.533
17.696;98.158;94.615;99.533
17.697;98.158;94.614;99.533
17.698;98.157;94.613;99.533
17.698;98.157;94.613;99.533
17.699;98.157;94.612;99.533
17.700;98.156;94.611;99.533
17.701;98.156;94.611;99.533
17.702;98.156;94.610;99.533
17.703;98.155;94.609;99.532
17.703;98.155;94.608;99.532
17.704;98.155;94.608;99.532
17.705;98.154;94.607;99.532
17.706;98.154;94.606;99.532
17.707;98.154;94.606;99.532
17.707;98.153;94.605;99.532
17.708;98.153;94.605;99.532
17.709;98.153;94.605;99.532
17.710;98.153;94.605;99.532
17.711;98.152;94.605;99.532
17.712;98.152;94.605;99.532
17.713;98.152;94.605;99.532
17.713;98.151;94.605;99.531
17.714;98.151;94.605;99.531
17.715;98.151;94.605;99.531
17.716;98.150;94.605;99.531
17.717;98.150;94.605;99.531
17.718;98.150;94.605;99.531
17.718;98.150;94.605;99.531
17.719;98.149;94.605;99.531
17.720;98.149;94.605;99.531
17.721;98.149;94.605;99.531
17.722;98.148;94.606;99.531
17.723;98.148;94.606;99.531
17.723;98.148;94.606;99.531
17.724;98.148;94.606;99.531
17.725;98.147;94.606;99.531
17.726;98.147;94.606;99.531
17.727;98.147;94.606;99.530
17.728;98.147;94.606;99.530
17.728;98.146;94.606;99.530
17.729;98.146;94.606;99.530
17.730;98.146;94.605;99.530
17.731;98.146;94.605;99.530
17.732;98.146;94.604;99.530
17.733;98.145;94.603;99.530
17.733;98.145;94.602;99.530
17.734;98.145;94.601;99.530
17.735;98.145;94.600;99.530
17.736;98.144;94.600;99.530
17.737;98.144;94.599;99.530
17.738;98.144;94.598;99.530
17.738;98.144;94.597;99.530
17.739;98.144;94.596;99.530
17.740;98.143;94.596;99.530
17.741;98.143;94.595;99.530
17.742;98.143;94.594;99.530
17.743;98.143;94.594;99.530
17.743;98.143;94.593;99.530
17.744;98.143;94.592;99.530
17.745;98.143;94.592;99.530
17.746;98.143;94.591;99.530
17.747;98.142;94.590;99.529
17.748;98.142;94.590;99.529
17.748;98.142;94.589;99.529
17.749;98.142;94.589;99.529
17.750;98.143;94.588;99.529
17.751;98.143;94.588;99.529
17.752;98.143;94.587;99.529
17.752;98.143;94.587;99.529
17.753;98.143;94.586;99.529
17.754;98.143;94.586;99.529
17.755;98.143;94.585;99.529
17.756;98.143;94.585;99.529
17.757;98.143;94.584;99.529
17.757;98.143;94.584;99.529
17.758;98.143;94.584;99.529
17.759;98.144;94.583;99.529
17.760;98.144;94.583;99.529
17.761;98.144;94.583;99.529
17.762;98.144;94.582;99.529
17.762;98.144;94.582;99.529
17.763;98.144;94.582;99.529
17.764;98.144;94.581;99.529
17.765;98.144;94.581;99.529
17.766;98.145;94.581;99.529
17.767;98.145;94.581;99.529
17.767;98.145;94.581;99.529
17.768;98.145;94.580;99.529
17.769;98.145;94.581;99.529
17.770;98.145;94.582;99.529
17.771;98.146;94.583;99.529
17.772;98.146;94.584;99.529
17.772;98.146;94.585;99.529
17.773;98.146;94.586;99.529
17.774;98.146;94.587;99.529
17.775;98.147;94.589;99.529
17.776;98.147;94.590;99.529
17.777;98.147;94.591;99.529
17.777;98.147;94.592;99.529
17.778;98.148;94.593;99.529
17.779;98.148;94.595;99.529
17.780;98.148;94.596;99.529
17.781;98.148;94.597;99.529
17.782;98.149;94.599;99.529
17.782;98.149;94.600;99.529
17.783;98.150;94.601;99.529
17.784;98.150;94.603;99.529
17.785;98.150;94.604;99.529
17.786;98.150;94.605;99.529
17.787;98.150;94.607;99.529
17.787;98.150;94.608;99.529
17.788;98.151;94.610;99.529
17.789;98.151;94.611;99.529
17.790;98.151;94.612;99.529
17.791;98.151;94.614;99.529
17.792;98.151;94.615;99.529
17.793;98.151;94.617;99.529
17.793;98.151;94.618;99.529
17.794;98.151;94.620;99.529
17.795;98.151;94.621;99.529
17.796;98.152;94.623;99.529
17.797;98.152;94.625;99.529
17.797;98.152;94.626;99.529
17.798;98.152;94.628;99.529
17.799;98.152;94.629;99.529
17.800;98.152;94.631;99.529
17.801;98.153;94.633;99.529
17.802;98.153;94.634;99.529
17.802;98.154;94.636;99.529
17.803;98.154;94.638;99.529
17.804;98.154;94.640;99.530
17.805;98.155;94.641;99.530
17.806;98.155;94.643;99.530
17.807;98.156;94.645;99.530
17.808;98.156;94.647;99.530
17.808;98.157;94.648;99.530
17.809;98.157;94.650;99.530
17.810;98.157;94.652;99.530
17.811;98.158;94.654;99.530
17.812;98.158;94.656;99.530
17.812;98.159;94.658;99.530
17.813;98.159;94.660;99.530
17.814;98.160;94.662;99.530
17.815;98.160;94.664;99.531
17.816;98.161;94.665;99.531
17.817;98.161;94.666;99.531
17.817;98.162;94.667;99.531
17.818;98.162;94.668;99.531
17.819;98.163;94.669;99.531
17.820;98.163;94.670;99.531
17.821;98.164;94.671;99.531
17.822;98.164;94.672;99.531
17.823;98.165;94.673;99.531
17.823;98.165;94.674;99.532
17.824;98.166;94.676;99.532
17.825;98.166;94.677;99.532
17.826;98.167;94.678;99.532
17.827;98.168;94.679;99.532
17.828;98.168;94.680;99.532
17.828;98.169;94.682;99.532
17.829;98.169;94.683;99.532
17.830;98.170;94.684;99.533
17.831;98.170;94.685;99.533
17.832;98.171;94.686;99.533
17.832;98.171;94.688;99.533
17.833;98.172;94.689;99.533
17.834;98.172;94.690;99.533
17.835;98.172;94.692;99.533
17.836;98.173;94.693;99.534
17.837;98.173;94.694;99.534
17.838;98.173;94.696;99.534
17.838;98.174;94.697;99.534
17.839;98.174;94.698;99.534
17.840;98.174;94.700;99.534
17.841;98.175;94.701;99.534
17.842;98.175;94.702;99.535
17.843;98.175;94.704;99.535
17.843;98.176;94.705;99.535
17.844;98.176;94.707;99.535
17.845;98.177;94.708;99.535
17.846;98.177;94.709;99.535
17.847;98.177;94.711;99.536
17.848;98.178;94.712;99.536
17.848;98.179;94.714;99.536
17.849;98.179;94.715;99.536
17.850;98.180;94.717;99.536
17.851;98.180;94.718;99.537
17.852;98.181;94.720;99.537
17.853;98.181;94.721;99.537
17.853;98.182;94.723;99.537
17.854;98.183;94.725;99.537
17.855;98.183;94.726;99.538
17.856;98.184;94.728;99.538
17.857;98.185;94.729;99.538
17.858;98.185;94.731;99.538
17.858;98.186;94.733;99.538
17.859;98.186;94.734;99.539
17.860;98.187;94.736;99.539
17.861;98.188;94.738;99.539
17.862;98.188;94.739;99.539
17.863;98.189;94.740;99.540
17.863;98.190;94.742;99.540
17.864;98.190;94.743;99.540
17.865;98.191;94.744;99.540
17.866;98.192;94.746;99.540
17.867;98.193;94.747;99.541
17.868;98.193;94.748;99.541
17.868;98.194;94.750;99.541
17.869;98.195;94.751;99.541
17.870;98.196;94.753;99.542
17.871;98.197;94.754;99.542
17.872;98.198;94.755;99.542
17.873;98.198;94.757;99.542
17.873;98.199;94.758;99.543
17.874;98.200;94.760;99.543
17.875;98.201;94.761;99.543
17.876;98.202;94.763;99.543
17.877;98.203;94.764;99.544
17.877;98.205;94.766;99.544
17.878;98.206;94.767;99.544
17.879;98.207;94.769;99.544
17.880;98.208;94.771;99.545
17.881;98.209;94.772;99.545
17.882;98.210;94.774;99.545
17.882;98.211;94.775;99.546
17.883;98.212;94.777;99.546
17.884;98.213;94.779;99.546
17.885;98.214;94.780;99.546
17.886;98.215;94.782;99.547
17.887;98.217;94.784;99.547
17.887;98.218;94.785;99.547
17.888;98.219;94.787;99.548
17.889;98.220;94.790;99.548
17.890;98.222;94.793;99.548
17.891;98.223;94.797;99.548
17.892;98.224;94.800;99.549
17.892;98.225;94.804;99.549
17.893;98.225;94.807;99.549
17.894;98.226;94.811;99.550
17.895;98.227;94.814;99.550
17.896;98.227;94.818;99.550
17.897;98.228;94.822;99.551
17.897;98.229;94.824;99.551
17.898;98.230;94.826;99.551
17.899;98.231;94.828;99.552
17.900;98.232;94.831;99.552
17.901;98.233;94.833;99.552
17.902;98.235;94.835;99.552
17.902;98.236;94.838;99.553
17.903;98.238;94.840;99.553
17.904;98.239;94.842;99.553
17.905;98.241;94.845;99.554
17.906;98.242;94.847;99.554
17.907;98.244;94.849;99.555
17.907;98.245;94.852;99.555
17.908;98.247;94.854;99.555
17.909;98.248;94.857;99.556
17.910;98.250;94.859;99.556
17.911;98.251;94.861;99.556
17.912;98.252;94.864;99.557
17.912;98.253;94.866;99.557
17.913;98.254;94.869;99.557
17.914;98.255;94.871;99.558
17.915;98.256;94.874;99.558
17.916;98.257;94.877;99.558
17.917;98.258;94.879;99.559
17.918;98.259;94.882;99.559
17.918;98.260;94.884;99.560
17.919;98.261;94.887;99.560
17.920;98.262;94.890;99.560
17.921;98.263;94.892;99.561
17.922;98.264;94.895;99.561
17.922;98.266;94.898;99.561
17.923;98.267;94.900;99.562
17.924;98.269;94.903;99.562
17.925;98.270;94.906;99.563
17.926;98.272;94.908;99.563
17.927;98.274;94.911;99.563
17.927;98.277;94.914;99.564
17.928;98.278;94.917;99.564
17.929;98.280;94.919;99.565
17.930;98.281;94.922;99.565
17.931;98.282;94.925;99.565
17.932;98.284;94.928;99.566
17.933;98.285;94.931;99.566
17.933;98.287;94.934;99.567
17.934;98.289;94.937;99.567
17.935;98.291;94.940;99.568
17.936;98.292;94.942;99.568
17.937;98.294;94.945;99.568
17.938;98.295;94.948;99.569
17.938;98.296;94.951;99.569
17.939;98.297;94.954;99.570
17.940;98.298;94.957;99.570
17.941;98.300;94.960;99.571
17.942;98.302;94.963;99.571
17.942;98.304;94.967;99.571
17.943;98.305;94.970;99.572
17.944;98.307;94.973;99.572
17.945;98.309;94.976;99.573
17.946;98.310;94.979;99.573
17.947;98.312;94.982;99.573
17.948;98.314;94.985;99.574
17.948;98.316;94.989;99.574
17.949;98.318;94.992;99.574
17.950;98.319;94.995;99.575
17.951;98.321;94.998;99.575
17.952;98.323;95.001;99.576
17.953;98.325;95.005;99.576
17.953;98.327;95.008;99.576
17.954;98.329;95.011;99.577
17.955;98.331;95.015;99.577
17.956;98.332;95.018;99.578
17.957;98.334;95.021;99.578
17.957;98.336;95.025;99.579
17.958;98.338;95.028;99.579
17.959;98.341;95.032;99.579
17.960;98.343;95.035;99.580
17.961;98.345;95.039;99.580
17.962;98.347;95.042;99.581
17.963;98.350;95.046;99.581
17.963;98.352;95.050;99.581
17.964;98.355;95.053;99.582
17.965;98.357;95.057;99.582
17.966;98.360;95.060;99.583
17.967;98.362;95.064;99.583
17.968;98.365;95.068;99.584
17.968;98.368;95.072;99.584
17.969;98.370;95.075;99.585
17.970;98.373;95.079;99.585
17.971;98.376;95.083;99.586
17.972;98.378;95.087;99.586
17.973;98.381;95.094;99.586
17.973;98.385;95.102;99.587
17.974;98.389;95.109;99.587
17.975;98.394;95.117;99.588
17.976;98.396;95.124;99.588
17.977;98.400;95.132;99.589
17.978;98.403;95.139;99.589
17.978;98.406;95.147;99.590
17.979;98.407;95.155;99.590
17.980;98.409;95.162;99.591
17.981;98.410;95.170;99.591
17.982;98.411;95.178;99.592
17.983;98.412;95.186;99.592
17.983;98.414;95.194;99.593
17.984;98.416;95.201;99.593
17.985;98.418;95.209;99.594
17.986;98.420;95.217;99.594
17.987;98.422;95.225;99.595
17.988;98.424;95.234;99.595
17.988;98.426;95.242;99.596
17.989;98.429;95.250;99.596
17.990;98.435;95.258;99.597
17.991;98.438;95.266;99.598
17.992;98.440;95.275;99.598
17.993;98.441;95.283;99.599
17.993;98.443;95.291;99.599
17.994;98.445;95.300;99.600
17.995;98.447;95.308;99.600
17.996;98.451;95.317;99.601
17.997;98.453;95.326;99.601
17.998;98.455;95.334;99.602
17.998;98.458;95.343;99.603
17.999;98.459;95.352;99.603
18.000;98.461;95.360;99.604
18.001;98.462;95.364;99.604
18.002;98.464;95.368;99.605
18.002;98.466;95.372;99.605
18.003;98.468;95.375;99.606
18.004;98.469;95.379;99.606
18.005;98.471;95.383;99.607
18.006;98.473;95.387;99.608
18.007;98.475;95.390;99.608
18.008;98.477;95.394;99.609
18.008;98.478;95.397;99.609
18.009;98.480;95.401;99.610
18.010;98.483;95.404;99.610
18.011;98.486;95.408;99.611
18.012;98.489;95.411;99.611
18.012;98.491;95.415;99.611
18.013;98.494;95.418;99.612
18.014;98.497;95.422;99.612
18.015;98.499;95.425;99.612
18.016;98.501;95.429;99.612
18.017;98.504;95.432;99.613
18.017;98.506;95.435;99.613
18.018;98.508;95.439;99.613
18.019;98.511;95.442;99.614
18.020;98.513;95.445;99.614
18.021;98.514;95.448;99.614
18.022;98.515;95.451;99.614
18.023;98.516;95.454;99.615
18.023;98.517;95.457;99.615
18.024;98.519;95.460;99.615
18.025;98.520;95.463;99.615
18.026;98.521;95.465;99.616
18.027;98.522;95.467;99.616
18.027;98.523;95.470;99.616
18.028;98.524;95.472;99.616
18.029;98.525;95.475;99.616
18.030;98.526;95.477;99.616
18.031;98.528;95.479;99.617
18.032;98.530;95.481;99.617
18.032;98.531;95.484;99.617
18.033;98.533;95.486;99.617
18.034;98.534;95.488;99.617
18.035;98.535;95.490;99.617
18.036;98.537;95.492;99.617
18.037;98.538;95.494;99.617
18.038;98.539;95.496;99.617
18.038;98.539;95.498;99.617
18.039;98.540;95.500;99.617
18.040;98.540;95.501;99.618
18.041;98.541;95.503;99.618
18.042;98.541;95.505;99.618
18.042;98.542;95.507;99.618
18.043;98.542;95.508;99.618
18.044;98.542;95.510;99.618
18.045;98.543;95.512;99.618
18.046;98.543;95.513;99.618
18.047;98.543;95.515;99.618
18.047;98.543;95.516;99.618
18.048;98.543;95.518;99.618
18.049;98.543;95.519;99.618
18.050;98.544;95.520;99.618
18.051;98.544;95.522;99.618
18.052;98.544;95.523;99.618
18.053;98.544;95.524;99.618
18.053;98.543;95.526;99.618
18.054;98.543;95.527;99.618
18.055;98.543;95.528;99.618
18.056;98.542;95.529;99.618
18.057;98.542;95.530;99.618
18.057;98.541;95.532;99.617
18.058;98.541;95.533;99.617
18.059;98.540;95.534;99.617
18.060;98.540;95.535;99.617
18.061;98.539;95.536;99.617
18.062;98.539;95.537;99.617
18.062;98.538;95.538;99.617
18.063;98.538;95.538;99.617
18.064;98.538;95.539;99.617
18.065;98.538;95.540;99.617
18.066;98.537;95.541;99.617
18.067;98.537;95.542;99.617
18.068;98.537;95.542;99.617
18.068;98.537;95.543;99.617
18.069;98.536;95.544;99.616
18.070;98.536;95.545;99.616
18.071;98.536;95.545;99.616
18.072;98.535;95.546;99.616
18.072;98.535;95.546;99.616
18.073;98.535;95.547;99.616
18.074;98.535;95.548;99.616
18.075;98.535;95.548;99.616
18.076;98.535;95.549;99.616
18.077;98.534;95.549;99.616
18.078;98.534;95.550;99.615
18.078;98.534;95.550;99.615
18.079;98.535;95.550;99.615
18.080;98.534;95.551;99.615
18.081;98.534;95.551;99.615
18.082;98.534;95.552;99.615
18.083;98.534;95.552;99.615
18.083;98.534;95.552;99.615
18.084;98.534;95.552;99.614
18.085;98.534;95.553;99.614
18.086;98.534;95.553;99.614
18.087;98.534;95.553;99.614
18.087;98.534;95.553;99.614
18.088;98.534;95.554;99.614
18.089;98.534;95.554;99.614
18.090;98.533;95.554;99.613
18.091;98.533;95.554;99.613
18.092;98.533;95.554;99.613
18.093;98.532;95.554;99.613
18.093;98.531;95.554;99.613
18.094;98.531;95.554;99.613
18.095;98.530;95.554;99.613
18.096;98.530;95.554;99.612
18.097;98.529;95.554;99.612
18.098;98.529;95.554;99.612
18.098;98.528;95.554;99.612
18.099;98.528;95.554;99.612
18.100;98.528;95.554;99.612
18.101;98.528;95.554;99.611
18.102;98.528;95.554;99.611
18.102;98.528;95.553;99.611
18.103;98.528;95.553;99.611
18.104;98.527;95.553;99.611
18.105;98.527;95.553;99.611
18.106;98.527;95.553;99.610
18.107;98.527;95.552;99.610
18.108;98.527;95.552;99.610
18.108;98.527;95.550;99.610
18.109;98.526;95.548;99.610
18.110;98.526;95.546;99.609
18.111;98.525;95.544;99.609
18.112;98.525;95.542;99.609
18.113;98.525;95.540;99.609
18.113;98.524;95.539;99.609
18.114;98.524;95.539;99.609
18.115;98.524;95.539;99.608
18.116;98.523;95.540;99.608
18.117;98.523;95.540;99.608
18.117;98.523;95.540;99.608
18.118;98.522;95.540;99.608
18.119;98.522;95.540;99.607
18.120;98.521;95.540;99.607
18.121;98.521;95.541;99.607
18.122;98.521;95.541;99.607
18.123;98.520;95.541;99.607
18.123;98.520;95.541;99.606
18.124;98.519;95.541;99.606
18.125;98.519;95.541;99.606
18.126;98.518;95.541;99.606
18.127;98.518;95.541;99.606
18.127;98.518;95.541;99.605
18.128;98.517;95.540;99.605
18.129;98.517;95.539;99.605
18.130;98.516;95.538;99.605
18.131;98.515;95.538;99.604
18.132;98.515;95.537;99.604
18.133;98.514;95.536;99.604
18.133;98.514;95.536;99.604
18.134;98.513;95.535;99.604
18.135;98.512;95.534;99.603
18.136;98.512;95.533;99.603
18.137;98.511;95.533;99.603
18.137;98.511;95.532;99.603
18.138;98.510;95.531;99.603
18.139;98.510;95.530;99.602
18.140;98.509;95.530;99.602
18.141;98.508;95.529;99.602
18.142;98.507;95.528;99.602
18.142;98.507;95.527;99.601
18.143;98.506;95.526;99.601
18.144;98.505;95.525;99.601
18.145;98.505;95.524;99.601
18.146;98.504;95.524;99.600
18.147;98.503;95.523;99.600
18.148;98.503;95.522;99.600
18.148;98.502;95.521;99.600
18.149;98.502;95.520;99.599
18.150;98.501;95.519;99.599
18.151;98.500;95.518;99.599
18.152;98.499;95.517;99.599
18.152;98.499;95.516;99.598
18.153;98.498;95.515;99.598
18.154;98.497;95.514;99.598
18.155;98.497;95.513;99.598
18.156;98.496;95.512;99.597
18.157;98.496;95.511;99.597
18.157;98.495;95.510;99.597
18.158;98.494;95.509;99.597
18.159;98.494;95.508;99.596
18.160;98.493;95.507;99.596
18.161;98.492;95.506;99.596
18.162;98.491;95.505;99.595
18.163;98.490;95.504;99.595
18.163;98.489;95.503;99.595
18.164;98.489;95.501;99.595
18.165;98.488;95.500;99.594
18.166;98.487;95.499;99.594
18.167;98.486;95.498;99.594
18.167;98.485;95.497;99.594
18.168;98.485;95.496;99.593
18.169;98.484;95.495;99.593
18.170;98.483;95.493;99.593
18.171;98.482;95.492;99.592
18.172;98.482;95.491;99.592
18.172;98.481;95.490;99.592
18.173;98.480;95.489;99.592
18.174;98.479;95.487;99.591
18.175;98.479;95.486;99.591
18.176;98.478;95.485;99.591
18.177;98.477;95.484;99.590
18.178;98.476;95.482;99.590
18.178;98.475;95.481;99.590
18.179;98.475;95.480;99.590
18.180;98.474;95.479;99.589
18.181;98.473;95.477;99.589
18.182;98.472;95.476;99.589
18.182;98.471;95.475;99.588
18.183;98.470;95.473;99.588
18.184;98.469;95.472;99.588
18.185;98.468;95.471;99.588
18.186;98.467;95.470;99.587
18.187;98.466;95.468;99.587
18.188;98.464;95.467;99.587
18.188;98.464;95.466;99.586
18.189;98.463;95.464;99.586
18.190;98.462;95.463;99.586
18.191;98.462;95.461;99.585
18.192;98.461;95.460;99.585
18.193;98.460;95.459;99.585
18.193;98.459;95.457;99.585
18.194;98.458;95.456;99.584
18.195;98.457;95.454;99.584
18.196;98.456;95.453;99.584
18.197;98.456;95.452;99.583
18.197;98.455;95.450;99.583
18.198;98.454;95.449;99.583
18.199;98.453;95.447;99.583
18.200;98.452;95.446;99.582
18.201;98.451;95.444;99.582
18.202;98.450;95.443;99.582
18.203;98.449;95.441;99.581
18.203;98.449;95.440;99.581
18.204;98.448;95.439;99.581
18.205;98.447;95.437;99.580
18.206;98.446;95.436;99.580
18.207;98.445;95.434;99.580
18.208;98.444;95.433;99.579
18.208;98.443;95.431;99.579
18.209;98.442;95.430;99.579
18.210;98.441;95.428;99.579
18.211;98.440;95.426;99.578
18.212;98.439;95.425;99.578
18.212;98.439;95.423;99.578
18.213;98.438;95.422;99.577
18.214;98.437;95.420;99.577
18.215;98.436;95.419;99.577
18.216;98.435;95.417;99.576
18.217;98.434;95.416;99.576
18.218;98.433;95.414;99.576
18.218;98.432;95.412;99.575
18.219;98.431;95.411;99.575
18.220;98.430;95.409;99.575
18.221;98.429;95.408;99.574
18.222;98.428;95.406;99.574
18.223;98.427;95.404;99.574
18.223;98.426;95.403;99.573
18.224;98.425;95.401;99.573
18.225;98.424;95.400;99.573
18.226;98.423;95.398;99.573
18.227;98.422;95.396;99.572
18.227;98.420;95.395;99.572
18.228;98.419;95.393;99.572
18.229;98.418;95.391;99.571
18.230;98.416;95.390;99.571
18.231;98.415;95.388;99.571
18.232;98.414;95.386;99.570
18.233;98.413;95.385;99.570
18.233;98.411;95.383;99.570
18.234;98.410;95.381;99.569
18.235;98.409;95.380;99.569
18.236;98.408;95.378;99.569
18.237;98.407;95.376;99.568
18.238;98.406;95.375;99.568
18.238;98.405;95.373;99.568
18.239;98.404;95.371;99.567
18.240;98.403;95.370;99.567
18.241;98.402;95.368;99.567
18.242;98.401;95.366;99.566
18.242;98.400;95.364;99.566
18.243;98.399;95.363;99.566
18.244;98.398;95.361;99.565
18.245;98.397;95.359;99.565
18.246;98.396;95.358;99.565
18.247;98.394;95.356;99.564
18.248;98.393;95.354;99.564
18.248;98.391;95.352;99.564
18.249;98.390;95.351;99.563
18.250;98.388;95.349;99.563
18.251;98.387;95.347;99.563
18.252;98.385;95.345;99.563
18.252;98.384;95.343;99.562
18.253;98.382;95.342;99.562
18.254;98.381;95.340;99.562
18.255;98.380;95.338;99.562
18.256;98.379;95.336;99.561
18.257;98.378;95.335;99.561
18.258;98.377;95.333;99.561
18.258;98.376;95.331;99.561
18.259;98.375;95.329;99.560
18.260;98.374;95.327;99.560
18.261;98.373;95.326;99.560
18.262;98.372;95.324;99.560
18.262;98.371;95.322;99.559
18.263;98.371;95.320;99.559
18.264;98.370;95.318;99.559
18.265;98.369;95.317;99.559
18.266;98.369;95.315;99.558
18.267;98.368;95.313;99.558
18.267;98.367;95.311;99.558
18.268;98.366;95.309;99.558
18.269;98.366;95.307;99.557
18.270;98.365;95.306;99.557
18.271;98.364;95.304;99.557
18.272;98.363;95.302;99.557
18.273;98.362;95.300;99.556
18.273;98.360;95.298;99.556
18.274;98.359;95.296;99.556
18.275;98.358;95.294;99.555
18.276;98.357;95.293;99.555
18.277;98.356;95.291;99.555
18.277;98.355;95.289;99.555
18.278;98.354;95.287;99.554
18.279;98.354;95.285;99.554
18.280;98.353;95.283;99.554
18.281;98.352;95.281;99.553
18.282;98.351;95.279;99.553
18.282;98.349;95.278;99.552
18.283;98.348;95.276;99.552
18.284;98.347;95.274;99.552
18.285;98.346;95.272;99.551
18.286;98.345;95.270;99.551
18.287;98.344;95.268;99.551
18.288;98.343;95.266;99.550
18.288;98.343;95.264;99.550
18.289;98.342;95.262;99.550
18.290;98.341;95.260;99.549
18.291;98.340;95.257;99.549
18.292;98.339;95.254;99.548
18.292;98.338;95.251;99.548
18.293;98.337;95.248;99.548
18.294;98.336;95.245;99.547
18.295;98.335;95.242;99.547
18.296;98.335;95.239;99.547
18.297;98.333;95.236;99.546
18.297;98.332;95.233;99.546
18.298;98.331;95.230;99.545
18.299;98.329;95.227;99.545
18.300;98.328;95.224;99.545
18.301;98.327;95.221;99.544
18.302;98.326;95.218;99.544
18.303;98.324;95.215;99.543
18.303;98.323;95.212;99.543
18.304;98.322;95.209;99.543
18.305;98.320;95.206;99.542
18.306;98.319;95.202;99.542
18.307;98.317;95.199;99.542
18.307;98.315;95.196;99.541
18.308;98.313;95.193;99.541
18.309;98.311;95.190;99.540
18.310;98.309;95.187;99.540
18.311;98.307;95.184;99.540
18.312;98.305;95.181;99.539
18.312;98.304;95.178;99.539
18.313;98.302;95.175;99.538
18.314;98.301;95.172;99.538
18.315;98.300;95.169;99.538
18.316;98.299;95.166;99.537
18.317;98.298;95.163;99.537
18.318;98.297;95.160;99.537
18.318;98.296;95.157;99.536
18.319;98.294;95.154;99.536
18.320;98.293;95.151;99.535
18.321;98.292;95.148;99.535
18.322;98.291;95.145;99.535
18.322;98.290;95.142;99.534
18.323;98.289;95.139;99.534
18.324;98.288;95.136;99.533
18.325;98.287;95.133;99.533
18.326;98.286;95.130;99.533
18.327;98.285;95.127;99.532
18.328;98.284;95.123;99.532
18.328;98.283;95.120;99.531
18.329;98.282;95.117;99.531
18.330;98.282;95.114;99.531
18.331;98.281;95.111;99.530
18.332;98.280;95.108;99.530
18.333;98.279;95.105;99.529
18.333;98.278;95.102;99.529
18.334;98.276;95.099;99.529
18.335;98.275;95.096;99.528
18.336;98.274;95.093;99.528
18.337;98.273;95.089;99.527
18.337;98.272;95.084;99.527
18.338;98.271;95.080;99.527
18.339;98.270;95.075;99.526
18.340;98.270;95.071;99.526
18.341;98.269;95.066;99.525
18.342;98.268;95.062;99.525
18.343;98.267;95.057;99.525
18.343;98.266;95.052;99.524
18.344;98.265;95.048;99.524
18.345;98.264;95.043;99.523
18.346;98.263;95.039;99.523
18.347;98.262;95.034;99.522
18.348;98.261;95.030;99.522
18.348;98.260;95.025;99.522
18.349;98.259;95.020;99.521
18.350;98.258;95.016;99.521
18.351;98.257;95.011;99.520
18.352;98.256;95.006;99.520
18.352;98.255;95.002;99.520
18.353;98.254;94.997;99.519
18.354;98.253;94.993;99.519
18.355;98.252;94.988;99.518
18.356;98.251;94.983;99.518
18.357;98.251;94.979;99.518
18.358;98.250;94.974;99.517
18.358;98.249;94.969;99.517
18.359;98.248;94.965;99.516
18.360;98.247;94.960;99.516
18.361;98.246;94.955;99.515
18.362;98.245;94.952;99.515
18.363;98.244;94.951;99.515
18.363;98.243;94.949;99.514
18.364;98.242;94.947;99.514
18.365;98.242;94.946;99.513
18.366;98.241;94.944;99.513
18.367;98.240;94.942;99.513
18.367;98.239;94.940;99.512
18.368;98.238;94.939;99.512
18.369;98.237;94.937;99.511
18.370;98.236;94.935;99.511
18.371;98.235;94.933;99.510
18.372;98.234;94.932;99.510
18.373;98.233;94.930;99.510
18.373;98.232;94.928;99.509
18.374;98.231;94.926;99.509
18.375;98.230;94.925;99.508
18.376;98.229;94.923;99.508
18.377;98.228;94.921;99.508
18.377;98.227;94.920;99.507
18.378;98.226;94.918;99.507
18.379;98.224;94.916;99.506
18.380;98.223;94.914;99.506
18.381;98.222;94.913;99.505
18.382;98.220;94.911;99.505
18.383;98.219;94.909;99.505
18.383;98.218;94.907;99.504
